~iteration~,lr
0,0.03
1,0.03
2,0.03
3,0.03
4,0.03
5,0.03
6,0.03
7,0.03
8,0.03
9,0.03
10,0.03
11,0.03
12,0.029999537364671845
13,0.029999537364671845
14,0.029999537364671845
15,0.029999537364671845
16,0.029999537364671845
17,0.029999537364671845
18,0.029999537364671845
19,0.029999537364671845
20,0.029999537364671845
21,0.029999537364671845
22,0.029999537364671845
23,0.029999537364671845
24,0.029998149487224905
25,0.029998149487224905
26,0.029998149487224905
27,0.029998149487224905
28,0.029998149487224905
29,0.029998149487224905
30,0.029998149487224905
31,0.029998149487224905
32,0.029998149487224905
33,0.029998149487224905
34,0.029998149487224905
35,0.029998149487224905
36,0.029995836453270006
37,0.029995836453270006
38,0.029995836453270006
39,0.029995836453270006
40,0.029995836453270006
41,0.029995836453270006
42,0.029995836453270006
43,0.029995836453270006
44,0.029995836453270006
45,0.029995836453270006
46,0.029995836453270006
47,0.029995836453270006
48,0.02999259840548597
49,0.02999259840548597
50,0.02999259840548597
51,0.02999259840548597
52,0.02999259840548597
53,0.02999259840548597
54,0.02999259840548597
55,0.02999259840548597
56,0.02999259840548597
57,0.02999259840548597
58,0.02999259840548597
59,0.02999259840548597
60,0.02998843554361084
61,0.02998843554361084
62,0.02998843554361084
63,0.02998843554361084
64,0.02998843554361084
65,0.02998843554361084
66,0.02998843554361084
67,0.02998843554361084
68,0.02998843554361084
69,0.02998843554361084
70,0.02998843554361084
71,0.02998843554361084
72,0.02998334812442955
73,0.02998334812442955
74,0.02998334812442955
75,0.02998334812442955
76,0.02998334812442955
77,0.02998334812442955
78,0.02998334812442955
79,0.02998334812442955
80,0.02998334812442955
81,0.02998334812442955
82,0.02998334812442955
83,0.02998334812442955
84,0.02997733646175807
85,0.02997733646175807
86,0.02997733646175807
87,0.02997733646175807
88,0.02997733646175807
89,0.02997733646175807
90,0.02997733646175807
91,0.02997733646175807
92,0.02997733646175807
93,0.02997733646175807
94,0.02997733646175807
95,0.02997733646175807
96,0.02997040092642407
97,0.02997040092642407
98,0.02997040092642407
99,0.02997040092642407
100,0.02997040092642407
101,0.02997040092642407
102,0.02997040092642407
103,0.02997040092642407
104,0.02997040092642407
105,0.02997040092642407
106,0.02997040092642407
107,0.02997040092642407
108,0.02996254194624405
109,0.02996254194624405
110,0.02996254194624405
111,0.02996254194624405
112,0.02996254194624405
113,0.02996254194624405
114,0.02996254194624405
115,0.02996254194624405
116,0.02996254194624405
117,0.02996254194624405
118,0.02996254194624405
119,0.02996254194624405
120,0.02995376000599692
121,0.02995376000599692
122,0.02995376000599692
123,0.02995376000599692
124,0.02995376000599692
125,0.02995376000599692
126,0.02995376000599692
127,0.02995376000599692
128,0.02995376000599692
129,0.02995376000599692
130,0.02995376000599692
131,0.02995376000599692
132,0.029944055647394118
133,0.029944055647394118
134,0.029944055647394118
135,0.029944055647394118
136,0.029944055647394118
137,0.029944055647394118
138,0.029944055647394118
139,0.029944055647394118
140,0.029944055647394118
141,0.029944055647394118
142,0.029944055647394118
143,0.029944055647394118
144,0.0299334294690462
145,0.0299334294690462
146,0.0299334294690462
147,0.0299334294690462
148,0.0299334294690462
149,0.0299334294690462
150,0.0299334294690462
151,0.0299334294690462
152,0.0299334294690462
153,0.0299334294690462
154,0.0299334294690462
155,0.0299334294690462
156,0.029921882126425898
157,0.029921882126425898
158,0.029921882126425898
159,0.029921882126425898
160,0.029921882126425898
161,0.029921882126425898
162,0.029921882126425898
163,0.029921882126425898
164,0.029921882126425898
165,0.029921882126425898
166,0.029921882126425898
167,0.029921882126425898
168,0.029909414331827696
169,0.029909414331827696
170,0.029909414331827696
171,0.029909414331827696
172,0.029909414331827696
173,0.029909414331827696
174,0.029909414331827696
175,0.029909414331827696
176,0.029909414331827696
177,0.029909414331827696
178,0.029909414331827696
179,0.029909414331827696
180,0.029896026854323896
181,0.029896026854323896
182,0.029896026854323896
183,0.029896026854323896
184,0.029896026854323896
185,0.029896026854323896
186,0.029896026854323896
187,0.029896026854323896
188,0.029896026854323896
189,0.029896026854323896
190,0.029896026854323896
191,0.029896026854323896
192,0.02988172051971717
193,0.02988172051971717
194,0.02988172051971717
195,0.02988172051971717
196,0.02988172051971717
197,0.02988172051971717
198,0.02988172051971717
199,0.02988172051971717
200,0.02988172051971717
201,0.02988172051971717
202,0.02988172051971717
203,0.02988172051971717
204,0.02986649621048962
205,0.02986649621048962
206,0.02986649621048962
207,0.02986649621048962
208,0.02986649621048962
209,0.02986649621048962
210,0.02986649621048962
211,0.02986649621048962
212,0.02986649621048962
213,0.02986649621048962
214,0.02986649621048962
215,0.02986649621048962
216,0.02985035486574836
217,0.02985035486574836
218,0.02985035486574836
219,0.02985035486574836
220,0.02985035486574836
221,0.02985035486574836
222,0.02985035486574836
223,0.02985035486574836
224,0.02985035486574836
225,0.02985035486574836
226,0.02985035486574836
227,0.02985035486574836
228,0.02983329748116757
229,0.02983329748116757
230,0.02983329748116757
231,0.02983329748116757
232,0.02983329748116757
233,0.02983329748116757
234,0.02983329748116757
235,0.02983329748116757
236,0.02983329748116757
237,0.02983329748116757
238,0.02983329748116757
239,0.02983329748116757
240,0.029815325108927065
241,0.029815325108927065
242,0.029815325108927065
243,0.029815325108927065
244,0.029815325108927065
245,0.029815325108927065
246,0.029815325108927065
247,0.029815325108927065
248,0.029815325108927065
249,0.029815325108927065
250,0.029815325108927065
251,0.029815325108927065
252,0.02979643885764743
253,0.02979643885764743
254,0.02979643885764743
255,0.02979643885764743
256,0.02979643885764743
257,0.02979643885764743
258,0.02979643885764743
259,0.02979643885764743
260,0.02979643885764743
261,0.02979643885764743
262,0.02979643885764743
263,0.02979643885764743
264,0.02977663989232161
265,0.02977663989232161
266,0.02977663989232161
267,0.02977663989232161
268,0.02977663989232161
269,0.02977663989232161
270,0.02977663989232161
271,0.02977663989232161
272,0.02977663989232161
273,0.02977663989232161
274,0.02977663989232161
275,0.02977663989232161
276,0.02975592943424304
277,0.02975592943424304
278,0.02975592943424304
279,0.02975592943424304
280,0.02975592943424304
281,0.02975592943424304
282,0.02975592943424304
283,0.02975592943424304
284,0.02975592943424304
285,0.02975592943424304
286,0.02975592943424304
287,0.02975592943424304
288,0.029734308760930334
289,0.029734308760930334
290,0.029734308760930334
291,0.029734308760930334
292,0.029734308760930334
293,0.029734308760930334
294,0.029734308760930334
295,0.029734308760930334
296,0.029734308760930334
297,0.029734308760930334
298,0.029734308760930334
299,0.029734308760930334
300,0.029711779206048457
301,0.029711779206048457
302,0.029711779206048457
303,0.029711779206048457
304,0.029711779206048457
305,0.029711779206048457
306,0.029711779206048457
307,0.029711779206048457
308,0.029711779206048457
309,0.029711779206048457
310,0.029711779206048457
311,0.029711779206048457
312,0.029688342159326486
313,0.029688342159326486
314,0.029688342159326486
315,0.029688342159326486
316,0.029688342159326486
317,0.029688342159326486
318,0.029688342159326486
319,0.029688342159326486
320,0.029688342159326486
321,0.029688342159326486
322,0.029688342159326486
323,0.029688342159326486
324,0.029663999066471863
325,0.029663999066471863
326,0.029663999066471863
327,0.029663999066471863
328,0.029663999066471863
329,0.029663999066471863
330,0.029663999066471863
331,0.029663999066471863
332,0.029663999066471863
333,0.029663999066471863
334,0.029663999066471863
335,0.029663999066471863
336,0.02963875142908121
337,0.02963875142908121
338,0.02963875142908121
339,0.02963875142908121
340,0.02963875142908121
341,0.02963875142908121
342,0.02963875142908121
343,0.02963875142908121
344,0.02963875142908121
345,0.02963875142908121
346,0.02963875142908121
347,0.02963875142908121
348,0.02961260080454774
349,0.02961260080454774
350,0.02961260080454774
351,0.02961260080454774
352,0.02961260080454774
353,0.02961260080454774
354,0.02961260080454774
355,0.02961260080454774
356,0.02961260080454774
357,0.02961260080454774
358,0.02961260080454774
359,0.02961260080454774
360,0.029585548805965145
361,0.029585548805965145
362,0.029585548805965145
363,0.029585548805965145
364,0.029585548805965145
365,0.029585548805965145
366,0.029585548805965145
367,0.029585548805965145
368,0.029585548805965145
369,0.029585548805965145
370,0.029585548805965145
371,0.029585548805965145
372,0.029557597102028134
373,0.029557597102028134
374,0.029557597102028134
375,0.029557597102028134
376,0.029557597102028134
377,0.029557597102028134
378,0.029557597102028134
379,0.029557597102028134
380,0.029557597102028134
381,0.029557597102028134
382,0.029557597102028134
383,0.029557597102028134
384,0.029528747416929464
385,0.029528747416929464
386,0.029528747416929464
387,0.029528747416929464
388,0.029528747416929464
389,0.029528747416929464
390,0.029528747416929464
391,0.029528747416929464
392,0.029528747416929464
393,0.029528747416929464
394,0.029528747416929464
395,0.029528747416929464
396,0.029499001530253605
397,0.029499001530253605
398,0.029499001530253605
399,0.029499001530253605
400,0.029499001530253605
401,0.029499001530253605
402,0.029499001530253605
403,0.029499001530253605
404,0.029499001530253605
405,0.029499001530253605
406,0.029499001530253605
407,0.029499001530253605
408,0.029468361276866965
409,0.029468361276866965
410,0.029468361276866965
411,0.029468361276866965
412,0.029468361276866965
413,0.029468361276866965
414,0.029468361276866965
415,0.029468361276866965
416,0.029468361276866965
417,0.029468361276866965
418,0.029468361276866965
419,0.029468361276866965
420,0.0294368285468047
421,0.0294368285468047
422,0.0294368285468047
423,0.0294368285468047
424,0.0294368285468047
425,0.0294368285468047
426,0.0294368285468047
427,0.0294368285468047
428,0.0294368285468047
429,0.0294368285468047
430,0.0294368285468047
431,0.0294368285468047
432,0.029404405285154138
433,0.029404405285154138
434,0.029404405285154138
435,0.029404405285154138
436,0.029404405285154138
437,0.029404405285154138
438,0.029404405285154138
439,0.029404405285154138
440,0.029404405285154138
441,0.029404405285154138
442,0.029404405285154138
443,0.029404405285154138
444,0.029371093491934782
445,0.029371093491934782
446,0.029371093491934782
447,0.029371093491934782
448,0.029371093491934782
449,0.029371093491934782
450,0.029371093491934782
451,0.029371093491934782
452,0.029371093491934782
453,0.029371093491934782
454,0.029371093491934782
455,0.029371093491934782
456,0.029336895221974944
457,0.029336895221974944
458,0.029336895221974944
459,0.029336895221974944
460,0.029336895221974944
461,0.029336895221974944
462,0.029336895221974944
463,0.029336895221974944
464,0.029336895221974944
465,0.029336895221974944
466,0.029336895221974944
467,0.029336895221974944
468,0.029301812584785012
469,0.029301812584785012
470,0.029301812584785012
471,0.029301812584785012
472,0.029301812584785012
473,0.029301812584785012
474,0.029301812584785012
475,0.029301812584785012
476,0.029301812584785012
477,0.029301812584785012
478,0.029301812584785012
479,0.029301812584785012
480,0.0292658477444273
481,0.0292658477444273
482,0.0292658477444273
483,0.0292658477444273
484,0.0292658477444273
485,0.0292658477444273
486,0.0292658477444273
487,0.0292658477444273
488,0.0292658477444273
489,0.0292658477444273
490,0.0292658477444273
491,0.0292658477444273
492,0.029229002919382564
493,0.029229002919382564
494,0.029229002919382564
495,0.029229002919382564
496,0.029229002919382564
497,0.029229002919382564
498,0.029229002919382564
499,0.029229002919382564
500,0.029229002919382564
501,0.029229002919382564
502,0.029229002919382564
503,0.029229002919382564
504,0.029191280382413174
505,0.029191280382413174
506,0.029191280382413174
507,0.029191280382413174
508,0.029191280382413174
509,0.029191280382413174
510,0.029191280382413174
511,0.029191280382413174
512,0.029191280382413174
513,0.029191280382413174
514,0.029191280382413174
515,0.029191280382413174
516,0.0291526824604229
517,0.0291526824604229
518,0.0291526824604229
519,0.0291526824604229
520,0.0291526824604229
521,0.0291526824604229
522,0.0291526824604229
523,0.0291526824604229
524,0.0291526824604229
525,0.0291526824604229
526,0.0291526824604229
527,0.0291526824604229
528,0.02911321153431338
529,0.02911321153431338
530,0.02911321153431338
531,0.02911321153431338
532,0.02911321153431338
533,0.02911321153431338
534,0.02911321153431338
535,0.02911321153431338
536,0.02911321153431338
537,0.02911321153431338
538,0.02911321153431338
539,0.02911321153431338
540,0.029072870038837264
541,0.029072870038837264
542,0.029072870038837264
543,0.029072870038837264
544,0.029072870038837264
545,0.029072870038837264
546,0.029072870038837264
547,0.029072870038837264
548,0.029072870038837264
549,0.029072870038837264
550,0.029072870038837264
551,0.029072870038837264
552,0.029031660462448015
553,0.029031660462448015
554,0.029031660462448015
555,0.029031660462448015
556,0.029031660462448015
557,0.029031660462448015
558,0.029031660462448015
559,0.029031660462448015
560,0.029031660462448015
561,0.029031660462448015
562,0.029031660462448015
563,0.029031660462448015
564,0.028989585347146414
565,0.028989585347146414
566,0.028989585347146414
567,0.028989585347146414
568,0.028989585347146414
569,0.028989585347146414
570,0.028989585347146414
571,0.028989585347146414
572,0.028989585347146414
573,0.028989585347146414
574,0.028989585347146414
575,0.028989585347146414
576,0.028946647288323774
577,0.028946647288323774
578,0.028946647288323774
579,0.028946647288323774
580,0.028946647288323774
