~iteration~,knn_monitor_accuracy
0,18.05157593123209
1,16.6189111747851
2,19.197707736389685
3,20.34383954154728
4,19.197707736389685
5,20.057306590257877
6,18.33810888252149
7,17.765042979942695
8,22.922636103151863
9,19.770773638968482
10,20.630372492836678
11,22.636103151862464
12,20.057306590257877
13,20.057306590257877
14,20.057306590257877
15,21.48997134670487
16,24.355300859598856
17,20.057306590257877
18,20.34383954154728
19,22.922636103151863
20,21.20343839541547
21,21.48997134670487
22,22.636103151862464
23,21.20343839541547
24,20.34383954154728
25,22.063037249283667
26,21.20343839541547
27,24.068767908309454
28,19.770773638968482
29,22.063037249283667
30,19.770773638968482
31,20.916905444126073
32,19.197707736389685
33,19.484240687679083
34,22.922636103151863
35,23.49570200573066
36,20.34383954154728
37,20.630372492836678
38,22.349570200573066
39,21.48997134670487
40,21.48997134670487
41,20.916905444126073
42,23.20916905444126
43,22.349570200573066
44,18.33810888252149
45,21.20343839541547
46,24.068767908309454
47,20.916905444126073
48,21.48997134670487
49,23.49570200573066
50,22.636103151862464
51,23.20916905444126
52,22.922636103151863
53,20.34383954154728
54,22.922636103151863
55,22.922636103151863
56,20.916905444126073
57,21.48997134670487
58,20.34383954154728
59,24.068767908309454
60,24.92836676217765
61,22.349570200573066
62,22.636103151862464
63,24.92836676217765
64,23.49570200573066
65,24.068767908309454
66,26.93409742120344
67,24.641833810888254
68,21.48997134670487
69,22.349570200573066
70,21.48997134670487
71,23.49570200573066
72,22.349570200573066
73,24.641833810888254
74,24.92836676217765
75,24.355300859598856
76,23.20916905444126
77,22.922636103151863
78,24.92836676217765
79,22.636103151862464
80,25.214899713467048
81,24.068767908309454
82,21.48997134670487
83,20.630372492836678
84,22.922636103151863
85,24.068767908309454
86,24.641833810888254
87,24.068767908309454
88,24.92836676217765
89,23.20916905444126
90,24.641833810888254
91,23.20916905444126
92,25.214899713467048
93,24.92836676217765
94,24.92836676217765
95,23.49570200573066
96,26.07449856733524
97,25.501432664756447
98,23.78223495702006
99,24.92836676217765
100,24.641833810888254
101,23.78223495702006
102,23.78223495702006
103,23.49570200573066
104,26.07449856733524
105,26.64756446991404
106,24.068767908309454
107,25.214899713467048
108,24.355300859598856
109,26.36103151862464
110,22.922636103151863
111,22.636103151862464
112,26.36103151862464
113,24.355300859598856
114,25.214899713467048
115,26.93409742120344
116,25.787965616045845
117,24.641833810888254
118,24.641833810888254
119,24.068767908309454
120,23.20916905444126
121,24.641833810888254
122,23.78223495702006
123,24.92836676217765
124,22.063037249283667
125,25.501432664756447
126,24.92836676217765
127,24.068767908309454
128,26.64756446991404
129,24.068767908309454
130,25.787965616045845
131,24.355300859598856
132,25.787965616045845
133,25.501432664756447
134,24.641833810888254
135,26.07449856733524
136,23.49570200573066
137,23.78223495702006
138,21.776504297994272
139,23.49570200573066
140,24.355300859598856
141,26.07449856733524
142,24.641833810888254
143,25.501432664756447
144,24.355300859598856
145,26.64756446991404
146,26.07449856733524
147,25.787965616045845
148,25.501432664756447
149,24.92836676217765
150,25.501432664756447
151,25.501432664756447
152,24.068767908309454
153,24.92836676217765
154,25.214899713467048
155,26.64756446991404
156,24.641833810888254
157,27.793696275071632
158,25.787965616045845
159,24.641833810888254
160,27.507163323782237
161,26.64756446991404
162,25.787965616045845
163,24.068767908309454
164,24.068767908309454
165,23.78223495702006
166,27.22063037249284
167,24.068767908309454
168,28.653295128939828
169,24.92836676217765
170,25.501432664756447
171,26.93409742120344
172,26.36103151862464
173,30.37249283667622
174,27.793696275071632
175,26.64756446991404
176,22.349570200573066
177,26.64756446991404
178,26.93409742120344
179,25.787965616045845
180,29.22636103151863
181,26.93409742120344
182,27.22063037249284
183,24.641833810888254
184,26.93409742120344
185,29.799426934097422
186,28.939828080229223
187,27.793696275071632
188,26.64756446991404
189,26.64756446991404
190,29.22636103151863
191,29.22636103151863
192,29.512893982808023
193,26.93409742120344
194,28.36676217765043
195,31.805157593123205
196,29.22636103151863
197,28.653295128939828
198,28.36676217765043
199,27.793696275071632
200,26.64756446991404
201,29.512893982808023
202,27.507163323782237
203,26.93409742120344
204,25.214899713467048
205,28.08022922636103
206,27.507163323782237
207,26.93409742120344
208,26.64756446991404
209,27.793696275071632
210,26.93409742120344
211,28.939828080229223
212,28.939828080229223
213,27.507163323782237
214,29.22636103151863
215,27.793696275071632
216,28.939828080229223
217,27.22063037249284
218,30.659025787965614
219,27.22063037249284
220,28.08022922636103
221,27.22063037249284
222,30.945558739255013
223,28.08022922636103
224,28.08022922636103
225,28.36676217765043
226,28.08022922636103
227,26.36103151862464
228,28.939828080229223
229,27.793696275071632
230,30.08595988538682
231,27.793696275071632
232,29.799426934097422
233,27.507163323782237
234,29.799426934097422
235,29.22636103151863
236,27.22063037249284
237,30.08595988538682
238,28.653295128939828
239,28.08022922636103
240,29.22636103151863
241,31.805157593123205
242,28.653295128939828
243,27.22063037249284
244,26.93409742120344
245,26.64756446991404
246,28.939828080229223
247,28.36676217765043
248,30.08595988538682
249,28.08022922636103
250,28.36676217765043
251,27.793696275071632
252,25.787965616045845
253,29.22636103151863
254,28.36676217765043
255,29.22636103151863
256,30.659025787965614
257,28.939828080229223
258,28.939828080229223
259,28.653295128939828
260,27.507163323782237
261,26.64756446991404
262,29.512893982808023
263,26.93409742120344
264,28.939828080229223
265,28.36676217765043
266,31.23209169054441
267,24.068767908309454
268,31.23209169054441
269,30.08595988538682
270,29.22636103151863
271,27.22063037249284
272,30.659025787965614
273,31.805157593123205
274,28.36676217765043
275,31.23209169054441
276,31.805157593123205
277,29.22636103151863
278,30.945558739255013
279,29.512893982808023
280,29.512893982808023
281,31.51862464183381
282,28.36676217765043
283,29.22636103151863
284,27.22063037249284
285,30.08595988538682
286,28.653295128939828
287,31.51862464183381
288,30.945558739255013
289,31.51862464183381
290,30.08595988538682
291,30.08595988538682
292,28.36676217765043
293,30.37249283667622
294,29.799426934097422
295,28.939828080229223
296,29.799426934097422
297,29.512893982808023
298,31.805157593123205
299,29.22636103151863
300,31.23209169054441
301,26.93409742120344
302,30.08595988538682
303,30.08595988538682
304,28.939828080229223
305,30.37249283667622
306,28.36676217765043
307,31.23209169054441
308,28.08022922636103
309,29.799426934097422
310,28.939828080229223
311,29.799426934097422
312,28.36676217765043
313,28.36676217765043
314,28.08022922636103
315,30.945558739255013
316,28.36676217765043
317,29.512893982808023
318,29.799426934097422
319,30.659025787965614
320,29.799426934097422
321,30.945558739255013
322,29.22636103151863
323,31.23209169054441
324,29.512893982808023
325,28.08022922636103
326,28.939828080229223
327,31.805157593123205
328,31.51862464183381
329,31.805157593123205
330,31.805157593123205
331,31.23209169054441
332,29.512893982808023
333,29.799426934097422
334,30.37249283667622
335,31.805157593123205
336,30.37249283667622
337,30.659025787965614
338,32.37822349570201
339,31.23209169054441
340,32.09169054441261
341,31.805157593123205
342,30.659025787965614
343,30.659025787965614
344,32.37822349570201
345,30.37249283667622
346,32.09169054441261
347,31.805157593123205
348,32.09169054441261
349,34.097421203438394
350,32.664756446991404
351,32.09169054441261
352,33.2378223495702
353,32.664756446991404
354,30.08595988538682
355,29.799426934097422
356,31.805157593123205
357,32.09169054441261
358,31.23209169054441
359,32.37822349570201
360,32.664756446991404
361,32.95128939828081
362,30.945558739255013
363,32.09169054441261
364,29.512893982808023
365,30.945558739255013
366,29.512893982808023
367,28.36676217765043
368,31.51862464183381
369,32.664756446991404
370,29.799426934097422
371,31.805157593123205
372,31.805157593123205
373,30.945558739255013
374,31.51862464183381
375,28.653295128939828
376,29.512893982808023
377,31.805157593123205
378,30.08595988538682
379,33.2378223495702
380,31.23209169054441
381,30.37249283667622
382,32.37822349570201
383,31.23209169054441
384,30.08595988538682
385,30.945558739255013
386,34.95702005730659
387,30.08595988538682
388,29.799426934097422
389,31.51862464183381
390,32.09169054441261
391,31.51862464183381
392,31.23209169054441
393,30.08595988538682
394,32.37822349570201
395,33.810888252149
396,31.51862464183381
397,30.659025787965614
398,30.945558739255013
399,32.664756446991404
400,31.805157593123205
401,31.805157593123205
402,29.799426934097422
403,32.664756446991404
404,30.37249283667622
405,32.95128939828081
406,34.38395415472779
407,30.37249283667622
408,30.945558739255013
409,31.51862464183381
410,32.37822349570201
411,29.799426934097422
412,32.95128939828081
413,32.664756446991404
414,28.653295128939828
415,31.23209169054441
416,31.23209169054441
417,32.09169054441261
418,31.51862464183381
419,32.664756446991404
420,32.09169054441261
421,30.37249283667622
422,30.08595988538682
423,30.37249283667622
424,32.664756446991404
425,30.08595988538682
426,32.37822349570201
427,31.23209169054441
428,31.51862464183381
429,30.08595988538682
430,30.945558739255013
431,32.95128939828081
432,31.805157593123205
433,32.37822349570201
434,31.805157593123205
435,31.23209169054441
436,32.09169054441261
437,32.95128939828081
438,30.08595988538682
439,32.09169054441261
440,31.23209169054441
441,31.805157593123205
442,29.799426934097422
443,30.659025787965614
444,31.805157593123205
445,31.51862464183381
446,32.09169054441261
447,31.805157593123205
448,31.23209169054441
449,29.799426934097422
450,31.51862464183381
451,31.23209169054441
452,32.09169054441261
453,31.805157593123205
454,32.09169054441261
455,32.95128939828081
456,29.22636103151863
457,32.664756446991404
458,32.664756446991404
459,30.08595988538682
460,30.37249283667622
461,34.67048710601719
462,32.664756446991404
463,33.2378223495702
464,33.810888252149
465,32.37822349570201
466,31.805157593123205
467,31.805157593123205
468,33.5243553008596
469,34.097421203438394
470,33.5243553008596
471,32.664756446991404
472,31.805157593123205
473,30.37249283667622
474,32.664756446991404
475,30.659025787965614
476,31.805157593123205
477,32.37822349570201
478,30.37249283667622
479,32.09169054441261
480,31.51862464183381
481,32.664756446991404
482,32.664756446991404
483,33.5243553008596
484,31.23209169054441
485,30.37249283667622
486,33.810888252149
487,31.23209169054441
488,32.37822349570201
489,32.95128939828081
490,33.5243553008596
491,30.659025787965614
492,33.810888252149
493,32.09169054441261
494,30.945558739255013
495,34.38395415472779
496,32.664756446991404
497,34.097421203438394
498,34.097421203438394
499,33.2378223495702
500,34.097421203438394
501,34.097421203438394
502,32.37822349570201
503,33.810888252149
504,33.810888252149
505,33.2378223495702
506,32.37822349570201
507,32.09169054441261
508,32.09169054441261
509,31.51862464183381
510,32.95128939828081
511,30.945558739255013
512,31.805157593123205
513,30.659025787965614
514,34.38395415472779
515,31.23209169054441
516,32.09169054441261
517,32.37822349570201
518,30.08595988538682
519,33.2378223495702
520,32.37822349570201
521,32.664756446991404
522,32.664756446991404
523,33.810888252149
524,33.5243553008596
525,33.2378223495702
526,33.5243553008596
527,33.5243553008596
528,32.664756446991404
529,34.95702005730659
530,34.097421203438394
531,35.24355300859599
532,34.097421203438394
533,34.097421203438394
534,34.67048710601719
535,31.805157593123205
536,31.805157593123205
537,32.09169054441261
538,32.37822349570201
539,32.37822349570201
540,33.2378223495702
541,33.5243553008596
542,33.2378223495702
543,33.2378223495702
544,32.37822349570201
545,32.37822349570201
546,32.37822349570201
547,32.664756446991404
548,33.5243553008596
549,32.664756446991404
550,31.51862464183381
551,31.805157593123205
552,32.95128939828081
553,33.2378223495702
554,33.2378223495702
555,32.664756446991404
556,32.664756446991404
557,32.37822349570201
558,32.09169054441261
559,32.37822349570201
560,32.664756446991404
561,33.810888252149
562,33.810888252149
563,33.5243553008596
564,33.5243553008596
565,33.2378223495702
566,32.95128939828081
567,33.810888252149
568,33.5243553008596
569,32.95128939828081
570,33.810888252149
571,33.2378223495702
572,33.5243553008596
573,32.37822349570201
574,32.09169054441261
575,32.664756446991404
576,32.664756446991404
577,32.95128939828081
578,32.664756446991404
579,32.664756446991404
580,33.810888252149
581,33.5243553008596
582,32.95128939828081
583,32.95128939828081
584,33.2378223495702
585,32.95128939828081
586,33.2378223495702
587,33.2378223495702
588,32.95128939828081
589,32.95128939828081
590,33.2378223495702
591,32.95128939828081
592,33.2378223495702
593,32.95128939828081
594,33.810888252149
595,33.2378223495702
596,33.810888252149
597,33.2378223495702
598,33.5243553008596
599,33.2378223495702
600,33.2378223495702
0,35.24355300859599
1,32.37822349570201
2,31.805157593123205
3,29.512893982808023
4,33.810888252149
5,34.67048710601719
6,30.945558739255013
7,33.2378223495702
8,31.805157593123205
