~iteration~,knn_monitor_accuracy
0,17.42857142857143
1,15.714285714285714
2,20.0
3,22.285714285714285
4,20.857142857142858
5,20.285714285714285
6,21.142857142857142
7,17.71428571428571
8,21.142857142857142
9,20.0
10,20.0
11,18.0
12,17.42857142857143
13,20.285714285714285
14,21.714285714285715
15,19.714285714285715
16,20.857142857142858
17,21.428571428571427
18,21.428571428571427
19,22.57142857142857
20,22.285714285714285
21,21.142857142857142
22,20.285714285714285
23,19.714285714285715
24,22.285714285714285
25,23.142857142857142
26,22.0
27,20.857142857142858
28,22.57142857142857
29,17.142857142857142
30,22.285714285714285
31,18.571428571428573
32,23.42857142857143
33,23.42857142857143
34,20.857142857142858
35,20.0
36,22.285714285714285
37,20.0
38,19.714285714285715
39,20.285714285714285
40,20.57142857142857
41,20.57142857142857
42,22.0
43,22.0
44,18.857142857142858
45,22.857142857142858
46,20.285714285714285
47,20.0
48,18.285714285714285
49,18.285714285714285
50,18.0
51,19.428571428571427
52,22.857142857142858
53,22.285714285714285
54,21.142857142857142
55,19.428571428571427
56,20.285714285714285
57,20.0
58,18.0
59,18.285714285714285
60,20.857142857142858
61,21.142857142857142
62,18.857142857142858
63,19.428571428571427
64,21.142857142857142
65,21.142857142857142
66,20.0
67,22.0
68,19.714285714285715
69,20.57142857142857
70,20.0
71,23.714285714285715
72,18.0
73,22.285714285714285
74,20.57142857142857
75,21.142857142857142
76,21.142857142857142
77,19.428571428571427
78,20.0
79,22.0
80,22.0
81,22.57142857142857
82,22.857142857142858
83,21.714285714285715
84,21.714285714285715
85,24.285714285714285
86,23.142857142857142
87,22.0
88,22.57142857142857
89,22.57142857142857
90,21.428571428571427
91,22.857142857142858
92,20.57142857142857
93,22.285714285714285
94,24.0
95,22.0
96,22.285714285714285
97,23.142857142857142
98,23.42857142857143
99,22.857142857142858
100,22.285714285714285
101,24.0
102,23.714285714285715
103,24.571428571428573
104,23.142857142857142
105,23.142857142857142
106,23.142857142857142
107,23.142857142857142
108,23.142857142857142
109,24.571428571428573
110,24.571428571428573
111,23.714285714285715
112,25.428571428571427
113,24.857142857142858
114,21.142857142857142
115,25.142857142857146
116,24.285714285714285
117,23.142857142857142
118,24.0
119,25.428571428571427
120,25.428571428571427
121,24.285714285714285
122,25.428571428571427
123,25.428571428571427
124,26.0
125,24.857142857142858
126,26.0
127,24.857142857142858
128,23.714285714285715
129,25.428571428571427
130,24.857142857142858
131,23.714285714285715
132,23.42857142857143
133,24.571428571428573
134,23.142857142857142
135,25.428571428571427
136,26.0
137,26.571428571428573
138,25.428571428571427
139,23.142857142857142
140,23.42857142857143
141,24.571428571428573
142,25.71428571428571
143,25.142857142857146
144,26.0
145,24.285714285714285
146,24.857142857142858
147,26.0
148,25.142857142857146
149,24.571428571428573
150,22.857142857142858
151,25.142857142857146
152,23.42857142857143
153,22.285714285714285
154,24.857142857142858
155,24.285714285714285
156,24.285714285714285
157,24.0
158,24.285714285714285
159,22.0
160,24.285714285714285
161,24.571428571428573
162,24.857142857142858
163,23.714285714285715
164,23.42857142857143
165,23.142857142857142
166,24.571428571428573
167,24.857142857142858
168,22.285714285714285
169,24.0
170,22.857142857142858
171,23.714285714285715
172,24.571428571428573
173,24.285714285714285
174,23.714285714285715
175,25.428571428571427
176,24.571428571428573
177,24.0
178,24.0
179,24.285714285714285
180,25.142857142857146
181,23.714285714285715
182,25.142857142857146
183,24.857142857142858
184,23.42857142857143
185,24.285714285714285
186,24.285714285714285
187,24.285714285714285
188,24.571428571428573
189,24.571428571428573
190,23.714285714285715
191,24.285714285714285
192,23.714285714285715
193,24.0
194,23.714285714285715
195,23.42857142857143
196,23.42857142857143
197,23.42857142857143
198,23.42857142857143
199,23.42857142857143
200,23.42857142857143
