~iteration~,knn_monitor_accuracy
0,14.613180515759314
1,19.770773638968482
2,16.6189111747851
3,15.472779369627506
4,15.18624641833811
5,20.34383954154728
6,18.05157593123209
7,20.630372492836678
8,21.20343839541547
9,20.916905444126073
10,19.197707736389685
11,20.630372492836678
12,18.33810888252149
13,20.057306590257877
14,19.197707736389685
15,18.624641833810887
16,17.478510028653297
17,21.48997134670487
18,19.770773638968482
19,18.05157593123209
20,21.20343839541547
21,19.197707736389685
22,20.057306590257877
23,19.484240687679083
24,18.05157593123209
25,19.484240687679083
26,21.776504297994272
27,21.20343839541547
28,23.49570200573066
29,20.630372492836678
30,20.630372492836678
31,22.636103151862464
32,22.349570200573066
33,19.484240687679083
34,21.776504297994272
35,22.636103151862464
36,20.630372492836678
37,21.48997134670487
38,20.630372492836678
39,19.197707736389685
40,22.922636103151863
41,22.922636103151863
42,22.922636103151863
43,22.636103151862464
44,20.916905444126073
45,22.922636103151863
46,21.776504297994272
47,22.922636103151863
48,21.776504297994272
49,24.641833810888254
50,21.776504297994272
51,23.20916905444126
52,22.636103151862464
53,23.20916905444126
54,24.068767908309454
55,21.20343839541547
56,22.636103151862464
57,22.922636103151863
58,23.49570200573066
59,24.92836676217765
60,23.20916905444126
61,22.636103151862464
62,23.20916905444126
63,23.49570200573066
64,22.636103151862464
65,21.48997134670487
66,22.922636103151863
67,25.787965616045845
68,25.501432664756447
69,23.78223495702006
70,23.20916905444126
71,22.349570200573066
72,24.355300859598856
73,24.92836676217765
74,22.922636103151863
75,23.49570200573066
76,23.20916905444126
77,23.20916905444126
78,24.068767908309454
79,24.641833810888254
80,27.22063037249284
81,25.501432664756447
82,22.636103151862464
83,24.641833810888254
84,22.636103151862464
85,25.787965616045845
86,28.653295128939828
87,26.07449856733524
88,26.64756446991404
89,24.641833810888254
90,24.92836676217765
91,23.78223495702006
92,24.068767908309454
93,23.49570200573066
94,24.641833810888254
95,25.214899713467048
96,23.20916905444126
97,24.641833810888254
98,25.501432664756447
99,25.501432664756447
100,24.92836676217765
101,24.068767908309454
102,24.92836676217765
103,23.78223495702006
104,25.501432664756447
105,24.641833810888254
106,26.07449856733524
107,24.92836676217765
108,23.20916905444126
109,23.78223495702006
110,25.214899713467048
111,27.22063037249284
112,25.501432664756447
113,25.214899713467048
114,25.787965616045845
115,24.641833810888254
116,24.068767908309454
117,24.92836676217765
118,23.78223495702006
119,24.92836676217765
120,25.787965616045845
121,24.92836676217765
122,24.641833810888254
123,23.78223495702006
124,25.501432664756447
125,25.787965616045845
126,25.214899713467048
127,24.92836676217765
128,23.20916905444126
129,24.068767908309454
130,25.214899713467048
131,25.214899713467048
132,27.793696275071632
133,25.501432664756447
134,24.92836676217765
135,26.36103151862464
136,24.068767908309454
137,27.22063037249284
138,25.787965616045845
139,24.92836676217765
140,24.92836676217765
141,24.355300859598856
142,26.64756446991404
143,26.36103151862464
144,26.64756446991404
145,25.501432664756447
146,24.92836676217765
147,24.92836676217765
148,25.787965616045845
149,26.07449856733524
150,25.787965616045845
151,24.92836676217765
152,24.641833810888254
153,25.501432664756447
154,26.36103151862464
155,24.641833810888254
156,24.641833810888254
157,25.787965616045845
158,25.501432664756447
159,25.787965616045845
160,24.92836676217765
161,24.355300859598856
162,25.501432664756447
163,26.07449856733524
164,26.07449856733524
165,26.64756446991404
166,25.787965616045845
167,24.92836676217765
168,25.787965616045845
169,26.36103151862464
170,26.36103151862464
171,26.07449856733524
172,26.36103151862464
173,27.793696275071632
174,27.507163323782237
175,26.64756446991404
176,26.07449856733524
177,26.07449856733524
178,24.92836676217765
179,25.787965616045845
180,25.787965616045845
181,26.07449856733524
182,26.64756446991404
183,26.36103151862464
184,26.36103151862464
185,26.07449856733524
186,26.64756446991404
187,26.36103151862464
188,26.07449856733524
189,26.07449856733524
190,26.07449856733524
191,25.787965616045845
192,26.07449856733524
193,26.07449856733524
194,26.07449856733524
195,25.787965616045845
196,26.07449856733524
197,26.07449856733524
198,26.07449856733524
199,26.07449856733524
200,26.36103151862464
